Smoking status,LHD,Period,Per cent,LL 95% CI,UL 95% CI
Smoke occasionally,South Eastern Sydney LHD,2019-2020,5.3,3.7,6.9
Smoke occasionally,South Eastern Sydney LHD,2020-2021,6.1,4.4,7.8
Smoke occasionally,South Eastern Sydney LHD,2021-2022,4.1,2.9,5.3
Smoke occasionally,South Eastern Sydney LHD,2022-2023,2.5,1.6,3.3
Smoke occasionally,Illawarra Shoalhaven LHD,2002-2003,5,3.7,6.3
Smoke occasionally,Illawarra Shoalhaven LHD,2003-2004,4.7,3.3,6.1
Smoke occasionally,Illawarra Shoalhaven LHD,2004-2005,4.1,2.6,5.6
Smoke occasionally,Illawarra Shoalhaven LHD,2005-2006,3.2,1.7,4.7
Smoke occasionally,Illawarra Shoalhaven LHD,2006-2007,3.3,1.6,5
Smoke occasionally,Illawarra Shoalhaven LHD,2007-2008,3.1,1.7,4.6
Smoke occasionally,Illawarra Shoalhaven LHD,2008-2009,3.5,2,4.9
Smoke occasionally,Illawarra Shoalhaven LHD,2009-2010,4.8,2.8,6.8
Smoke occasionally,Illawarra Shoalhaven LHD,2010-2011,3.9,2.2,5.7
Smoke occasionally,Illawarra Shoalhaven LHD,2011-2012,3.9,2,5.7
Smoke occasionally,Illawarra Shoalhaven LHD,2012-2013,4.7,2.7,6.6
Smoke occasionally,Illawarra Shoalhaven LHD,2013-2014,3.8,2.4,5.1
Smoke occasionally,Illawarra Shoalhaven LHD,2014-2015,3.5,1.7,5.3
Smoke occasionally,Illawarra Shoalhaven LHD,2015-2016,2.8,1.1,4.6
Smoke occasionally,Illawarra Shoalhaven LHD,2016-2017,1.7,0.8,2.6
Smoke occasionally,Illawarra Shoalhaven LHD,2017-2018,1.6,0.5,2.7
Smoke occasionally,Illawarra Shoalhaven LHD,2018-2019,1.8,0.6,3.1
Smoke occasionally,Illawarra Shoalhaven LHD,2019-2020,2,0.4,3.7
Smoke occasionally,Illawarra Shoalhaven LHD,2020-2021,2.7,1,4.4
Smoke occasionally,Illawarra Shoalhaven LHD,2021-2022,3,1.7,4.2
Smoke occasionally,Illawarra Shoalhaven LHD,2022-2023,3.5,2.2,4.8
Smoke occasionally,Western Sydney LHD,2002-2003,4.8,3.5,6.1
Smoke occasionally,Western Sydney LHD,2003-2004,4.6,3.3,6
Smoke occasionally,Western Sydney LHD,2004-2005,5.1,3.7,6.5
Smoke occasionally,Western Sydney LHD,2005-2006,4.8,3.5,6.2
Smoke occasionally,Western Sydney LHD,2006-2007,3.6,2.2,5
Smoke occasionally,Western Sydney LHD,2007-2008,4.6,3,6.2
Smoke occasionally,Western Sydney LHD,2008-2009,3.9,2.6,5.1
Smoke occasionally,Western Sydney LHD,2009-2010,3.1,2.1,4.2
Smoke occasionally,Western Sydney LHD,2010-2011,2.9,1.9,3.9
Smoke occasionally,Western Sydney LHD,2011-2012,4.8,2.4,7.1
Smoke occasionally,Western Sydney LHD,2012-2013,5.7,3.4,8.1
Smoke occasionally,Western Sydney LHD,2013-2014,3.8,2.9,4.8
Smoke occasionally,Western Sydney LHD,2014-2015,3,2,4
Smoke occasionally,Western Sydney LHD,2015-2016,3.1,2,4.2
Smoke occasionally,Western Sydney LHD,2016-2017,3.2,2.2,4.2
Smoke occasionally,Western Sydney LHD,2017-2018,3.6,2.5,4.6
Smoke occasionally,Western Sydney LHD,2018-2019,4.1,2.8,5.3
Smoke occasionally,Western Sydney LHD,2019-2020,4.2,2.8,5.7
Smoke occasionally,Western Sydney LHD,2020-2021,3.9,2.6,5.1
Smoke occasionally,Western Sydney LHD,2021-2022,3.7,2.7,4.6
Smoke occasionally,Western Sydney LHD,2022-2023,3.6,2.6,4.6
Smoke occasionally,Nepean Blue Mountains LHD,2002-2003,4.3,3.1,5.5
Smoke occasionally,Nepean Blue Mountains LHD,2003-2004,4.6,3.2,5.9
Smoke occasionally,Nepean Blue Mountains LHD,2004-2005,3,1.8,4.1
Smoke occasionally,Nepean Blue Mountains LHD,2005-2006,2.7,1,4.5
Smoke occasionally,Nepean Blue Mountains LHD,2006-2007,3.2,1.1,5.4
Smoke occasionally,Nepean Blue Mountains LHD,2007-2008,4,2.1,6
Smoke occasionally,Nepean Blue Mountains LHD,2008-2009,4.3,2.6,6.1
Smoke occasionally,Nepean Blue Mountains LHD,2009-2010,4.6,2.4,6.8
Smoke occasionally,Nepean Blue Mountains LHD,2010-2011,4.5,2.2,6.7
Smoke occasionally,Nepean Blue Mountains LHD,2011-2012,4.3,2.6,6
Smoke occasionally,Nepean Blue Mountains LHD,2012-2013,5.2,3.3,7.1
Smoke occasionally,Nepean Blue Mountains LHD,2013-2014,4.3,2.5,6.1
Smoke occasionally,Nepean Blue Mountains LHD,2014-2015,3.2,1.8,4.6
Smoke occasionally,Nepean Blue Mountains LHD,2015-2016,2.7,1.6,3.9
Smoke occasionally,Nepean Blue Mountains LHD,2016-2017,3.3,1.7,4.9
Smoke occasionally,Nepean Blue Mountains LHD,2017-2018,4.8,2.8,6.7
Smoke occasionally,Nepean Blue Mountains LHD,2018-2019,4.5,2.5,6.5
Smoke occasionally,Nepean Blue Mountains LHD,2019-2020,3.5,1.5,5.4
Smoke occasionally,Nepean Blue Mountains LHD,2020-2021,3.1,1.5,4.8
Smoke occasionally,Nepean Blue Mountains LHD,2021-2022,3,1.7,4.3
Smoke occasionally,Nepean Blue Mountains LHD,2022-2023,2.9,1.6,4.2
Smoke occasionally,Northern Sydney LHD,2002-2003,5.1,3.8,6.4
Smoke occasionally,Northern Sydney LHD,2003-2004,5.5,3.8,7.2
Smoke occasionally,Northern Sydney LHD,2004-2005,5.3,3.7,7
Smoke occasionally,Northern Sydney LHD,2005-2006,4.1,2.9,5.3
Smoke occasionally,Northern Sydney LHD,2006-2007,3.1,1.9,4.3
Smoke occasionally,Northern Sydney LHD,2007-2008,4.1,2.5,5.7
Smoke occasionally,Northern Sydney LHD,2008-2009,3.8,2.5,5.2
Smoke occasionally,Northern Sydney LHD,2009-2010,4.2,2.8,5.7
Smoke occasionally,Northern Sydney LHD,2010-2011,5,3.1,6.9
Smoke occasionally,Northern Sydney LHD,2011-2012,3.7,2,5.4
Smoke occasionally,Northern Sydney LHD,2012-2013,3.5,2.3,4.7
Smoke occasionally,Northern Sydney LHD,2013-2014,3.8,2.7,4.9
Smoke occasionally,Northern Sydney LHD,2014-2015,3,1.9,4.1
Smoke occasionally,Northern Sydney LHD,2015-2016,3,1.9,4.1
Smoke occasionally,Northern Sydney LHD,2016-2017,4.2,3,5.5
Smoke occasionally,Northern Sydney LHD,2017-2018,5,3.6,6.4
Smoke occasionally,Northern Sydney LHD,2018-2019,4.4,3.1,5.8
Smoke occasionally,Northern Sydney LHD,2019-2020,3.5,2.2,4.8
Smoke occasionally,Northern Sydney LHD,2020-2021,3.4,2.3,4.6
Smoke occasionally,Northern Sydney LHD,2021-2022,3.3,2.2,4.4
Smoke occasionally,Northern Sydney LHD,2022-2023,3.3,2.3,4.3
Smoke occasionally,Central Coast LHD,2002-2003,3.3,2.3,4.4
Smoke occasionally,Central Coast LHD,2003-2004,4.3,2.9,5.6
Smoke occasionally,Central Coast LHD,2004-2005,4.8,3.1,6.5
Smoke occasionally,Central Coast LHD,2005-2006,4.3,2.6,6
Smoke occasionally,Central Coast LHD,2006-2007,4.3,2.3,6.3
Smoke occasionally,Central Coast LHD,2007-2008,6.4,3.3,9.5
Smoke occasionally,Central Coast LHD,2008-2009,6.5,3.6,9.4
Smoke occasionally,Central Coast LHD,2009-2010,4.3,2.1,6.5
Smoke occasionally,Central Coast LHD,2010-2011,2.9,1.6,4.2
Smoke occasionally,Central Coast LHD,2011-2012,3.2,2,4.5
Smoke occasionally,Central Coast LHD,2012-2013,2.7,1.6,3.8
Smoke occasionally,Central Coast LHD,2013-2014,3.7,1.7,5.8
Smoke occasionally,Central Coast LHD,2014-2015,3.1,1.2,5.1
Smoke occasionally,Central Coast LHD,2015-2016,3.5,1.4,5.6
Smoke occasionally,Central Coast LHD,2016-2017,4.7,2.4,7
Smoke occasionally,Central Coast LHD,2017-2018,3.9,2.2,5.7
Smoke occasionally,Central Coast LHD,2018-2019,5.8,3,8.7
Smoke occasionally,Central Coast LHD,2019-2020,4.7,1.9,7.5
Smoke occasionally,Central Coast LHD,2020-2021,3,1.5,4.5
Smoke occasionally,Central Coast LHD,2021-2022,3.7,2.2,5.2
Smoke occasionally,Central Coast LHD,2022-2023,4.7,2.8,6.6
Smoke occasionally,Hunter New England LHD,2002-2003,5,4.1,6
Smoke occasionally,Hunter New England LHD,2003-2004,4.8,3.8,5.7
Smoke occasionally,Hunter New England LHD,2004-2005,4.6,3.6,5.6
Smoke occasionally,Hunter New England LHD,2005-2006,3.7,2.7,4.8
Smoke occasionally,Hunter New England LHD,2006-2007,3.2,2.1,4.3
Smoke occasionally,Hunter New England LHD,2007-2008,3.5,2.5,4.6
Smoke occasionally,Hunter New England LHD,2008-2009,3.8,2.7,4.8
Smoke occasionally,Hunter New England LHD,2009-2010,3.4,2.4,4.4
Smoke occasionally,Hunter New England LHD,2010-2011,2.9,1.9,3.9
Smoke occasionally,Hunter New England LHD,2011-2012,3.1,1.9,4.3
Smoke occasionally,Hunter New England LHD,2012-2013,3.7,2.4,5
Smoke occasionally,Hunter New England LHD,2013-2014,3.7,2.5,4.9
Smoke occasionally,Hunter New England LHD,2014-2015,2.2,1.4,3
Smoke occasionally,Hunter New England LHD,2015-2016,2.4,1.4,3.4
Smoke occasionally,Hunter New England LHD,2016-2017,3.2,1.9,4.4
Smoke occasionally,Hunter New England LHD,2017-2018,3.5,2.3,4.6
Smoke occasionally,Hunter New England LHD,2018-2019,3.6,2.4,4.7
Smoke occasionally,Hunter New England LHD,2019-2020,3.9,2.5,5.3
Smoke occasionally,Hunter New England LHD,2020-2021,3.6,2.2,5
Smoke occasionally,Hunter New England LHD,2021-2022,3.1,2.1,4.1
Smoke occasionally,Hunter New England LHD,2022-2023,3.1,2,4.2
Smoke occasionally,Northern NSW LHD,2002-2003,6.5,4.8,8.1
Smoke occasionally,Northern NSW LHD,2003-2004,4.9,3.5,6.3
Smoke occasionally,Northern NSW LHD,2004-2005,4.4,3.1,5.8
Smoke occasionally,Northern NSW LHD,2005-2006,4.6,3,6.2
Smoke occasionally,Northern NSW LHD,2006-2007,4.2,2.5,6
Smoke occasionally,Northern NSW LHD,2007-2008,3.1,1.7,4.6
Smoke occasionally,Northern NSW LHD,2008-2009,3,1.8,4.2
Smoke occasionally,Northern NSW LHD,2009-2010,3.8,2.6,5
Smoke occasionally,Northern NSW LHD,2010-2011,3.4,2.3,4.5
Smoke occasionally,Northern NSW LHD,2011-2012,3.1,1.8,4.3
Smoke occasionally,Northern NSW LHD,2012-2013,4,2.5,5.5
Smoke occasionally,Northern NSW LHD,2013-2014,5.3,3,7.5
Smoke occasionally,Northern NSW LHD,2014-2015,6.1,3.2,9.1
Smoke occasionally,Northern NSW LHD,2015-2016,4.3,2,6.6
Smoke occasionally,Northern NSW LHD,2016-2017,4.4,2.3,6.4
Smoke occasionally,Northern NSW LHD,2017-2018,4.4,2.1,6.7
Smoke occasionally,Northern NSW LHD,2018-2019,4.8,2.6,7
Smoke occasionally,Northern NSW LHD,2019-2020,4.6,2.5,6.6
Smoke occasionally,Northern NSW LHD,2020-2021,3.5,1.9,5.1
Smoke occasionally,Northern NSW LHD,2021-2022,4.2,2.2,6.3
Smoke occasionally,Northern NSW LHD,2022-2023,4.4,2.4,6.5
Smoke occasionally,Mid North Coast LHD,2002-2003,2.6,1.5,3.6
Smoke occasionally,Mid North Coast LHD,2003-2004,3.8,2,5.6
Smoke occasionally,Mid North Coast LHD,2004-2005,3.9,2.1,5.8
Smoke occasionally,Mid North Coast LHD,2005-2006,3.5,2.2,4.9
Smoke occasionally,Mid North Coast LHD,2006-2007,3.7,1.9,5.5
Smoke occasionally,Mid North Coast LHD,2007-2008,3.2,1.4,5
Smoke occasionally,Mid North Coast LHD,2008-2009,3.1,1.7,4.5
Smoke occasionally,Mid North Coast LHD,2009-2010,3.3,1.9,4.7
Smoke occasionally,Mid North Coast LHD,2010-2011,3.4,2,4.9
Smoke occasionally,Mid North Coast LHD,2011-2012,3.1,1.7,4.5
Smoke occasionally,Mid North Coast LHD,2012-2013,2.3,1.2,3.5
Smoke occasionally,Mid North Coast LHD,2013-2014,3.1,1.2,5
Smoke occasionally,Mid North Coast LHD,2014-2015,4.3,1.9,6.7
Smoke occasionally,Mid North Coast LHD,2015-2016,3.4,1.5,5.2
Smoke occasionally,Mid North Coast LHD,2016-2017,2.9,1.4,4.4
Smoke occasionally,Mid North Coast LHD,2017-2018,2.5,1.2,3.8
Smoke occasionally,Mid North Coast LHD,2018-2019,2.1,0.8,3.3
Smoke occasionally,Mid North Coast LHD,2019-2020,3.2,1.2,5.3
Smoke occasionally,Mid North Coast LHD,2020-2021,4.3,2.1,6.5
Smoke occasionally,Mid North Coast LHD,2021-2022,3.8,1.8,5.8
Smoke occasionally,Mid North Coast LHD,2022-2023,2.7,1.1,4.4
Smoke occasionally,Southern NSW LHD,2002-2003,4.7,3.4,6
Smoke occasionally,Southern NSW LHD,2003-2004,3.4,2.2,4.6
Smoke occasionally,Southern NSW LHD,2004-2005,3.3,2.1,4.4
Smoke occasionally,Southern NSW LHD,2005-2006,5,2.6,7.4
Smoke occasionally,Southern NSW LHD,2006-2007,5.5,2.5,8.5
Smoke occasionally,Southern NSW LHD,2007-2008,3.5,1.8,5.2
Smoke occasionally,Southern NSW LHD,2008-2009,2.8,1.3,4.3
Smoke occasionally,Southern NSW LHD,2009-2010,4,2.3,5.7
Smoke occasionally,Southern NSW LHD,2010-2011,6.1,4.1,8.2
Smoke occasionally,Southern NSW LHD,2011-2012,5.6,3.6,7.6
Smoke occasionally,Southern NSW LHD,2012-2013,4.8,2.7,7
Smoke occasionally,Southern NSW LHD,2013-2014,4,1.6,6.4
Smoke occasionally,Southern NSW LHD,2014-2015,3.5,1.2,5.8
Smoke occasionally,Southern NSW LHD,2015-2016,4,2,6.1
Smoke occasionally,Southern NSW LHD,2016-2017,4.3,1.7,6.8
Smoke occasionally,Southern NSW LHD,2017-2018,4.3,1.7,6.9
Smoke occasionally,Southern NSW LHD,2018-2019,4.2,2,6.3
Smoke occasionally,Southern NSW LHD,2019-2020,6.1,2.6,9.7
Smoke occasionally,Southern NSW LHD,2020-2021,4.7,1.4,8
Smoke occasionally,Southern NSW LHD,2021-2022,1.8,0.7,2.8
Smoke occasionally,Southern NSW LHD,2022-2023,2.2,1.1,3.3
Smoke occasionally,Murrumbidgee LHD,2002-2003,4.4,3.1,5.8
Smoke occasionally,Murrumbidgee LHD,2003-2004,4.6,3.2,5.9
Smoke occasionally,Murrumbidgee LHD,2004-2005,5.8,4.2,7.4
Smoke occasionally,Murrumbidgee LHD,2005-2006,4.3,3,5.5
Smoke occasionally,Murrumbidgee LHD,2006-2007,3.6,2.2,4.9
Smoke occasionally,Murrumbidgee LHD,2007-2008,5.1,3.2,7
Smoke occasionally,Murrumbidgee LHD,2008-2009,4.3,2.7,5.9
Smoke occasionally,Murrumbidgee LHD,2009-2010,4.3,2.8,5.9
Smoke occasionally,Murrumbidgee LHD,2010-2011,4.2,2.7,5.6
Smoke occasionally,Murrumbidgee LHD,2011-2012,5.1,2.1,8.2
Smoke occasionally,Murrumbidgee LHD,2012-2013,5.2,2.2,8.3
Smoke occasionally,Murrumbidgee LHD,2013-2014,5,2.8,7.1
Smoke occasionally,Murrumbidgee LHD,2014-2015,4.2,2.1,6.4
Smoke occasionally,Murrumbidgee LHD,2015-2016,3.3,1.6,5.1
Smoke occasionally,Murrumbidgee LHD,2016-2017,4.1,1.9,6.4
Smoke occasionally,Murrumbidgee LHD,2017-2018,3.8,1.7,5.9
Smoke occasionally,Murrumbidgee LHD,2018-2019,4.1,1.9,6.3
Smoke occasionally,Murrumbidgee LHD,2019-2020,4.6,1.6,7.7
Smoke occasionally,Murrumbidgee LHD,2020-2021,4,1.3,6.7
Smoke occasionally,Murrumbidgee LHD,2021-2022,2.6,1.3,3.9
Smoke occasionally,Murrumbidgee LHD,2022-2023,2.5,1.5,3.5
Smoke occasionally,Western NSW LHD,2002-2003,5.1,4.1,6.1
Smoke occasionally,Western NSW LHD,2003-2004,4.9,3.8,5.9
Smoke occasionally,Western NSW LHD,2004-2005,4,3,4.9
Smoke occasionally,Western NSW LHD,2005-2006,2.9,2,3.7
Smoke occasionally,Western NSW LHD,2006-2007,2.5,1.6,3.4
Smoke occasionally,Western NSW LHD,2007-2008,3.6,2.4,4.8
Smoke occasionally,Western NSW LHD,2008-2009,3.3,2.2,4.4
Smoke occasionally,Western NSW LHD,2009-2010,3.5,2.4,4.5
Smoke occasionally,Western NSW LHD,2010-2011,3.9,2.6,5.2
Smoke occasionally,Western NSW LHD,2011-2012,2.8,1.5,4
Smoke occasionally,Western NSW LHD,2012-2013,2.4,1.2,3.5
Smoke occasionally,Western NSW LHD,2013-2014,2.2,0.9,3.5
Smoke occasionally,Western NSW LHD,2014-2015,2.8,1.2,4.4
Smoke occasionally,Western NSW LHD,2015-2016,3.7,2,5.5
Smoke occasionally,Western NSW LHD,2016-2017,3.6,1.7,5.4
Smoke occasionally,Western NSW LHD,2017-2018,3,1.1,4.9
Smoke occasionally,Western NSW LHD,2018-2019,3.2,1.2,5.2
Smoke occasionally,Western NSW LHD,2019-2020,2.7,0.9,4.4
Smoke occasionally,Western NSW LHD,2020-2021,2,0.9,3.1
Smoke occasionally,Western NSW LHD,2021-2022,2.7,1.4,4.1
Smoke occasionally,Western NSW LHD,2022-2023,3.4,1.4,5.4
Smoke occasionally,Far West LHD,2002-2003,4.2,2.8,5.6
Smoke occasionally,Far West LHD,2003-2004,3.8,2.4,5.1
Smoke occasionally,Far West LHD,2004-2005,3.8,1.8,5.7
Smoke occasionally,Far West LHD,2005-2006,5.5,1.2,9.8
Smoke occasionally,Far West LHD,2006-2007,4.6,0,9.6
Smoke occasionally,Far West LHD,2007-2008,3.7,0.2,7.1
Smoke occasionally,Far West LHD,2008-2009,6.3,0.9,11.6
Smoke occasionally,Far West LHD,2009-2010,5.5,0.4,10.6
Smoke occasionally,Far West LHD,2010-2011,3.9,1,6.8
Smoke occasionally,Far West LHD,2011-2012,3.4,1.9,5
Smoke occasionally,Far West LHD,2012-2013,3.8,1.3,6.3
Smoke occasionally,Far West LHD,2013-2014,6.8,2.4,11.2
Smoke occasionally,Far West LHD,2014-2015,5.6,1.8,9.5
Smoke occasionally,Far West LHD,2015-2016,1,0.5,1.5
Smoke occasionally,Far West LHD,2016-2017,1.6,0.5,2.7
Smoke occasionally,Far West LHD,2017-2018,2,0.8,3.2
Smoke occasionally,Far West LHD,2018-2019,1.7,0.4,3
Smoke occasionally,Far West LHD,2019-2020,2.8,0.9,4.6
Smoke occasionally,Far West LHD,2020-2021,3.1,1.4,4.8
Smoke occasionally,Far West LHD,2021-2022,2.4,0.9,3.8
Smoke occasionally,Far West LHD,2022-2023,1.5,0.3,2.8
Smoke occasionally,All LHDs,2002-2003,5.2,4.8,5.5
Smoke occasionally,All LHDs,2003-2004,5,4.6,5.4
Smoke occasionally,All LHDs,2004-2005,4.8,4.3,5.2
Smoke occasionally,All LHDs,2005-2006,4.2,3.8,4.6
Smoke occasionally,All LHDs,2006-2007,4.1,3.6,4.6
Smoke occasionally,All LHDs,2007-2008,4.6,4.1,5.1
Smoke occasionally,All LHDs,2008-2009,4.2,3.8,4.7
Smoke occasionally,All LHDs,2009-2010,3.9,3.5,4.4
Smoke occasionally,All LHDs,2010-2011,3.9,3.4,4.3
Smoke occasionally,All LHDs,2011-2012,4.1,3.6,4.7
Smoke occasionally,All LHDs,2012-2013,4.5,3.9,5
Smoke occasionally,All LHDs,2013-2014,4.2,3.8,4.6
Smoke occasionally,All LHDs,2014-2015,3.5,3.1,3.9
Smoke occasionally,All LHDs,2015-2016,3.4,3,3.8
Smoke occasionally,All LHDs,2016-2017,4.1,3.6,4.5
Smoke occasionally,All LHDs,2017-2018,4.4,4,4.8
Smoke occasionally,All LHDs,2018-2019,4.4,3.9,4.8
Smoke occasionally,All LHDs,2019-2020,4.2,3.7,4.7
Smoke occasionally,All LHDs,2020-2021,4,3.5,4.4
Smoke occasionally,All LHDs,2021-2022,3.5,3.1,3.9
Smoke occasionally,All LHDs,2022-2023,3.4,3,3.7
Doesn't smoke now but used to,Sydney LHD,2002-2003,23.8,21.6,26
Doesn't smoke now but used to,Sydney LHD,2003-2004,23.3,20.9,25.7
Doesn't smoke now but used to,Sydney LHD,2004-2005,20.8,18.4,23.2
Doesn't smoke now but used to,Sydney LHD,2005-2006,21.9,19.3,24.6
Doesn't smoke now but used to,Sydney LHD,2006-2007,21.7,18.7,24.6
Doesn't smoke now but used to,Sydney LHD,2007-2008,20.5,17.7,23.4
Doesn't smoke now but used to,Sydney LHD,2008-2009,21.6,18.9,24.2
Doesn't smoke now but used to,Sydney LHD,2009-2010,23.4,20.6,26.3
Doesn't smoke now but used to,Sydney LHD,2010-2011,25,22.1,27.9
Doesn't smoke now but used to,Sydney LHD,2011-2012,22.8,20.3,25.3
Doesn't smoke now but used to,Sydney LHD,2012-2013,22.8,20.3,25.3
Doesn't smoke now but used to,Sydney LHD,2013-2014,22.5,20,25.1
Doesn't smoke now but used to,Sydney LHD,2014-2015,20.6,18.1,23.1
Doesn't smoke now but used to,Sydney LHD,2015-2016,20.4,17.9,22.9
Doesn't smoke now but used to,Sydney LHD,2016-2017,20.4,17.9,22.8
Doesn't smoke now but used to,Sydney LHD,2017-2018,20.9,18.3,23.5
Doesn't smoke now but used to,Sydney LHD,2018-2019,20.5,17.8,23.2
Doesn't smoke now but used to,Sydney LHD,2019-2020,19.9,16.9,22.9
